,lidar_loss,lidar_AvQ,lidar_MaxQ
1,19.783537198014777,0.9627687896727944,4.696321347957062
2,7.737558368598682,3.941873321649951,24.62582206894266
1,19.783537198014777,0.9627687896727944,4.696321347957062
2,7.737558368598682,3.941873321649951,24.62582206894266
3,11.588546674025764,9.50064438812379,40.011981521012366
4,27.2873828498013,14.958768619664461,53.54926536990329
5,51.89038159156903,19.371541767881606,62.09461244171395
6,76.48334643202053,23.781216769237126,67.69202395804061
7,92.00667735144003,27.84434191449992,68.83855517798327
8,100.0,31.95476235245026,68.43916072461789
9,99.65193059844299,35.41372904212645,68.06520473146608
10,94.89338607473239,39.158835027022185,68.5123814781252
11,83.86339053243861,42.400223288530825,70.66397256972523
12,77.50338119454611,45.73737797793348,73.77271620424915
13,72.03453936945394,48.93985510026581,74.68168634047213
14,63.740226763461536,51.77245708597581,75.6831014290613
15,57.0887603514384,54.992807014595556,76.98899656871494
16,54.85232967960304,57.55454244611814,77.9083071358038
17,49.38732267347546,60.042826034178596,79.28733550415697
18,44.55865187697597,63.5597102343536,81.13715356196272
19,40.50881222982265,66.13015482754433,80.66713284046448
20,39.45266625538053,68.37651079909624,81.38836226392918
21,36.39561682358912,71.12245451233397,82.47613307896957
22,35.144699418981595,73.43116977252917,83.15213093211106
23,33.14076006328535,75.93628508383784,83.92108638292166
24,29.54807633456304,78.8690001512477,84.66775426659994
25,31.21419684645721,82.04672909148542,85.45273300901223
26,30.26093559833196,84.98930538199768,86.52384910348026
27,28.212297311131103,86.85738885170232,86.15257512051072
28,28.494611483549548,88.84317283637843,88.92194756451282
29,29.95550960031762,92.06629194018878,91.57006063906239
30,29.43420171039425,95.04926436649674,94.73453256907504
31,28.266659119800718,97.44468546133349,96.93359961714148
32,29.800890024650084,100.0,100.0
33,31.33512092949945,102.55531453866651,103.06640038285852
34,32.86935183434882,105.11062907733302,106.13280076571704
35,34.403582739198185,107.66594361599952,109.19920114857555
36,35.93781364404755,110.22125815466603,112.26560153143407
37,37.47204454889692,112.77657269333254,115.33200191429259
38,39.006275453746284,115.33188723199905,118.39840229715111
39,40.54050635859565,117.88720177066556,121.46480268000963
40,42.074737263445016,120.44251630933206,124.53120306286814
41,43.60896816829438,122.99783084799857,127.59760344572666
42,45.14319907314375,125.55314538666508,130.66400382858518
43,46.677429977993114,128.1084599253316,133.7304042114437
44,48.21166088284248,130.6637744639981,136.79680459430222
45,49.745891787691846,133.2190890026646,139.86320497716073
46,51.28012269254121,135.7744035413311,142.92960536001925
47,52.81435359739058,138.32971807999763,145.99600574287777
48,54.348584502239945,140.88503261866413,149.0624061257363
49,55.88281540708931,143.44034715733062,152.1288065085948
50,57.41704631193868,145.99566169599714,155.19520689145332
51,58.95127721678804,148.55097623466366,158.26160727431184
52,60.48550812163741,151.10629077333016,161.32800765717036
53,62.019739026486775,153.66160531199665,164.39440804002888
54,63.55396993133614,156.21691985066317,167.4608084228874
55,65.08820083618551,158.7722343893297,170.52720880574591
56,66.62243174103487,161.3275489279962,173.59360918860443
57,68.15666264588424,163.88286346666268,176.66000957146295
58,69.6908935507336,166.4381780053292,179.72640995432147
59,71.22512445558297,168.99349254399573,182.79281033718
60,72.75935536043234,171.54880708266222,185.8592107200385
61,74.2935862652817,174.10412162132872,188.92561110289702
62,75.82781717013107,176.65943615999524,191.99201148575554
63,77.36204807498044,179.21475069866176,195.05841186861406
64,78.8962789798298,181.77006523732825,198.12481225147258
65,80.43050988467917,184.32537977599475,201.1912126343311
66,81.96474078952853,186.88069431466127,204.2576130171896
67,83.4989716943779,189.4360088533278,207.32401340004813
68,85.03320259922727,191.99132339199429,210.39041378290665
69,86.56743350407663,194.54663793066078,213.45681416576517
70,88.101664408926,197.1019524693273,216.52321454862368
71,89.63589531377536,199.65726700799382,219.5896149314822
72,91.17012621862473,202.21258154666032,222.65601531434072
73,92.7043571234741,204.7678960853268,225.72241569719924
74,94.23858802832346,207.32321062399333,228.78881608005776
75,95.77281893317283,209.87852516265986,231.85521646291627
76,97.3070498380222,212.43383970132635,234.9216168457748
77,98.84128074287156,214.98915423999284,237.9880172286333
78,100.37551164772093,217.54446877865936,241.05441761149183
79,101.9097425525703,220.0997833173259,244.12081799435035
80,103.44397345741966,222.65509785599238,247.18721837720886
81,104.97820436226903,225.21041239465887,250.25361876006738
82,106.51243526711839,227.76572693332542,253.3200191429259
83,108.04666617196776,230.32104147199192,256.3864195257844
84,109.58089707681712,232.8763560106584,259.45281990864294
85,111.11512798166649,235.4316705493249,262.5192202915015
86,112.64935888651586,237.98698508799146,265.58562067436
87,114.18358979136522,240.54229962665795,268.65202105721846
88,115.71782069621459,243.09761416532444,271.718421440077
89,117.25205160106395,245.65292870399094,274.78482182293556
90,118.78628250591332,248.2082432426575,277.85122220579404
91,120.32051341076269,250.76355778132398,280.91762258865253
92,121.85474431561205,253.31887231999048,283.9840229715111
93,123.38897522046142,255.87418685865697,287.0504233543696
94,124.92320612531078,258.4295013973235,290.1168237372281
95,126.45743703016015,260.98481593599,293.1832241200866
96,127.99166793500952,263.5401304746565,296.24962450294515
97,129.52589883985888,266.095445013323,299.3160248858037
98,131.06012974470823,268.65075955198955,302.3824252686622
99,132.59436064955761,271.20607409065605,305.4488256515207
100,134.12859155440697,273.76138862932254,308.5152260343792
101,135.66282245925635,276.31670316798903,311.58162641723777
102,137.1970533641057,278.8720177066556,314.64802680009626
103,138.73128426895508,281.4273322453221,317.71442718295475
104,140.26551517380443,283.98264678398857,320.7808275658133
105,141.7997460786538,286.53796132265506,323.84722794867184
106,143.33397698350316,289.0932758613216,326.91362833153033
107,144.86820788835254,291.6485903999881,329.9800287143888
108,146.4024387932019,294.2039049386546,333.04642909724737
109,147.93666969805128,296.7592194773211,336.1128294801059
110,149.47090060290063,299.31453401598765,339.1792298629644
111,151.00513150775,301.86984855465414,342.2456302458229
112,152.53936241259936,304.42516309332063,345.31203062868144
113,154.07359331744874,306.9804776319871,348.37843101154
114,155.6078242222981,309.5357921706537,351.4448313943985
115,157.14205512714747,312.0911067093202,354.51123177725697
116,158.67628603199685,314.64642124798667,357.5776321601155
117,160.2105169368462,317.20173578665316,360.64403254297406
118,161.74474784169556,319.7570503253197,363.7104329258325
119,163.27897874654494,322.3123648639862,366.77683330869104
120,164.81320965139432,324.8676794026527,369.8432336915496
121,166.34744055624367,327.4229939413192,372.90963407440813
122,167.88167146109302,329.97830847998574,375.97603445726656
123,169.4159023659424,332.53362301865224,379.0424348401251
124,170.95013327079178,335.08893755731873,382.10883522298366
125,172.48436417564113,337.6442520959852,385.1752356058422
126,174.01859508049048,340.1995666346518,388.24163598870064
127,175.55282598533987,342.75488117331827,391.3080363715592
128,177.08705689018925,345.31019571198476,394.37443675441773
129,178.6212877950386,347.86551025065125,397.4408371372763
130,180.15551869988795,350.4208247893178,400.5072375201347
131,181.68974960473733,352.9761393279843,403.57363790299326
132,183.2239805095867,355.5314538666508,406.6400382858518
133,184.75821141443606,358.08676840531734,409.70643866871035
134,186.2924423192854,360.64208294398384,412.7728390515688
135,187.8266732241348,363.19739748265033,415.8392394344273
136,189.36090412898417,365.7527120213168,418.9056398172859
137,190.89513503383353,368.3080265599833,421.9720402001444
138,192.42936593868288,370.86334109864987,425.03844058300285
139,193.96359684353226,373.41865563731636,428.1048409658614
140,195.49782774838164,375.97397017598286,431.17124134871995
141,197.032058653231,378.5292847146494,434.2376417315785
142,198.56628955808034,381.0845992533159,437.3040421144369
143,200.10052046292972,383.6399137919824,440.37044249729547
144,201.6347513677791,386.1952283306489,443.436842880154
145,203.16898227262845,388.7505428693154,446.50324326301256
146,204.7032131774778,391.30585740798193,449.569643645871
147,206.2374440823272,393.8611719466484,452.63604402872954
148,207.77167498717657,396.4164864853149,455.7024444115881
149,209.30590589202592,398.97180102398147,458.76884479444664
150,210.84013679687527,401.52711556264796,461.83524517730507
151,212.37436770172465,404.08243010131446,464.9016455601636
152,213.90859860657403,406.63774463998095,467.96804594302216
153,215.44282951142338,409.19305917864745,471.0344463258807
154,216.97706041627274,411.748373717314,474.10084670873914
155,218.51129132112212,414.3036882559805,477.1672470915977
156,220.0455222259715,416.859002794647,480.23364747445623
157,221.57975313082085,419.41431733331353,483.3000478573148
158,223.1139840356702,421.96963187198,486.3664482401732
159,224.64821494051958,424.5249464106465,489.43284862303176
160,226.18244584536896,427.080260949313,492.4992490058903
161,227.7166767502183,429.6355754879795,495.56564938874885
162,229.25090765506766,432.19089002664606,498.6320497716073
163,230.78513855991704,434.74620456531255,501.69845015446583
164,232.31936946476642,437.30151910397905,504.7648505373244
165,233.85360036961578,439.8568336426456,507.8312509201829
166,235.38783127446513,442.4121481813121,510.89765130304136
167,236.9220621793145,444.9674627199786,513.9640516858999
168,238.4562930841639,447.5227772586451,517.0304520687584
169,239.99052398901324,450.0780917973116,520.096852451617
170,241.5247548938626,452.6334063359781,523.1632528344754
171,243.05898579871197,455.1887208746446,526.229653217334
172,244.59321670356135,457.7440354133111,529.2960536001925
173,246.1274476084107,460.29934995197766,532.3624539830511
174,247.66167851326006,462.85466449064415,535.4288543659095
175,249.19590941810944,465.40997902931065,538.495254748768
176,250.73014032295882,467.96529356797714,541.5616551316266
177,252.26437122780817,470.52060810664364,544.6280555144851
178,253.79860213265752,473.0759226453102,547.6944558973436
179,255.3328330375069,475.6312371839767,550.7608562802021
180,256.86706394235625,478.1865517226432,553.8272566630607
181,258.40129484720563,480.7418662613097,556.8936570459192
182,259.93552575205496,483.2971807999762,559.9600574287776
183,261.46975665690434,485.8524953386427,563.0264578116362
184,263.0039875617537,488.4078098773092,566.0928581944947
185,264.5382184666031,490.9631244159757,569.1592585773533
186,266.0724493714524,493.51843895464225,572.2256589602117
187,267.6066802763018,496.07375349330874,575.2920593430703
188,269.1409111811512,498.62906803197524,578.3584597259288
189,270.67514208600056,501.1843825706418,581.4248601087874
190,272.2093729908499,503.7396971093083,584.4912604916458
191,273.74360389569927,506.2950116479748,587.5576608745043
192,275.27783480054865,508.85032618664127,590.6240612573629
193,276.812065705398,511.40564072530776,593.6904616402214
194,278.34629661024735,513.9609552639743,596.7568620230799
195,279.88052751509673,516.5162698026407,599.8232624059384
196,281.4147584199461,519.0715843413072,602.889662788797
197,282.9489893247955,521.6268988799739,605.9560631716555
198,284.4832202296448,524.1822134186403,609.0224635545139
199,286.0174511344942,526.7375279573068,612.0888639373725
200,287.5516820393436,529.2928424959733,615.155264320231
201,289.08591294419296,531.8481570346398,618.2216647030896
202,290.6201438490423,534.4034715733063,621.288065085948
203,292.15437475389166,536.9587861119728,624.3544654688066
204,293.68860565874104,539.5141006506393,627.4208658516651
205,295.22283656359036,542.0694151893059,630.4872662345235
206,296.75706746843974,544.6247297279724,633.5536666173821
207,298.2912983732891,547.1800442666389,636.6200670002406
208,299.8255292781385,549.7353588053054,639.6864673830992
209,301.3597601829879,552.2906733439719,642.7528677659577
210,302.8939910878372,554.8459878826384,645.8192681488161
211,304.4282219926866,557.4013024213049,648.8856685316747
212,305.96245289753597,559.9566169599714,651.9520689145332
213,307.4966838023853,562.511931498638,655.0184692973917
214,309.0309147072347,565.0672460373045,658.0848696802502
215,310.56514561208405,567.622560575971,661.1512700631088
216,312.09937651693343,570.1778751146375,664.2176704459673
217,313.6336074217828,572.733189653304,667.2840708288259
218,315.16783832663214,575.2885041919704,670.3504712116843
219,316.7020692314815,577.8438187306369,673.4168715945428
220,318.2363001363309,580.3991332693034,676.4832719774014
221,319.7705310411802,582.95444780797,679.5496723602598
222,321.3047619460296,585.5097623466365,682.6160727431184
223,322.838992850879,588.065076885303,685.6824731259769
224,324.37322375572836,590.6203914239695,688.7488735088355
225,325.90745466057774,593.175705962636,691.815273891694
226,327.44168556542706,595.7310205013025,694.8816742745524
227,328.97591647027645,598.286335039969,697.948074657411
228,330.5101473751258,600.8416495786355,701.0144750402695
229,332.04437827997515,603.3969641173021,704.080875423128
230,333.57860918482453,605.9522786559686,707.1472758059865
231,335.1128400896739,608.5075931946351,710.213676188845
232,336.6470709945233,611.0629077333016,713.2800765717036
233,338.18130189937267,613.6182222719681,716.3464769545621
234,339.715532804222,616.1735368106346,719.4128773374206
235,341.2497637090714,618.7288513493012,722.4792777202791
236,342.78399461392075,621.2841658879677,725.5456781031377
237,344.3182255187701,623.8394804266342,728.6120784859961
238,345.85245642361946,626.3947949653007,731.6784788688547
239,347.38668732846884,628.9501095039672,734.7448792517132
240,348.9209182333182,631.5054240426336,737.8112796345717
241,350.4551491381676,634.0607385813001,740.8776800174303
242,351.9893800430169,636.6160531199666,743.9440804002887
243,353.5236109478663,639.1713676586331,747.0104807831473
244,355.0578418527157,641.7266821972997,750.0768811660058
245,356.592072757565,644.2819967359662,753.1432815488643
246,358.1263036624144,646.8373112746327,756.2096819317228
247,359.66053456726377,649.3926258132992,759.2760823145813
248,361.19476547211315,651.9479403519657,762.3424826974399
249,362.7289963769625,654.5032548906322,765.4088830802984
250,364.26322728181185,657.0585694292987,768.4752834631569
251,365.79745818666123,659.6138839679653,771.5416838460154
252,367.3316890915106,662.1691985066318,774.608084228874
253,368.86591999635993,664.7245130452983,777.6744846117324
254,370.4001509012093,667.2798275839648,780.7408849945909
255,371.9343818060587,669.8351421226313,783.8072853774495
256,373.4686127109081,672.3904566612978,786.873685760308
257,375.00284361575746,674.9457711999643,789.9400861431666
258,376.5370745206068,677.5010857386308,793.006486526025
259,378.07130542545616,680.0564002772973,796.0728869088836
260,379.60553633030554,682.6117148159639,799.1392872917421
261,381.13976723515486,685.1670293546304,802.2056876746005
262,382.67399814000424,687.7223438932969,805.2720880574591
263,384.2082290448536,690.2776584319633,808.3384884403176
264,385.742459949703,692.8329729706298,811.4048888231762
265,387.2766908545524,695.3882875092963,814.4712892060347
266,388.8109217594017,697.9436020479628,817.5376895888932
267,390.3451526642511,700.4989165866294,820.6040899717517
268,391.87938356910047,703.0542311252959,823.6704903546103
269,393.4136144739498,705.6095456639624,826.7368907374687
270,394.9478453787992,708.1648602026289,829.8032911203272
271,396.48207628364855,710.7201747412954,832.8696915031858
272,398.01630718849793,713.2754892799619,835.9360918860443
273,399.5505380933473,715.8308038186284,839.0024922689029
274,401.08476899819664,718.3861183572949,842.0688926517613
275,402.618999903046,720.9414328959614,845.1352930346198
276,404.1532308078954,723.496747434628,848.2016934174784
277,405.6874617127447,726.0520619732945,851.2680938003368
278,407.2216926175941,728.607376511961,854.3344941831954
279,408.7559235224435,731.1626910506275,857.4008945660539
280,410.29015442729286,733.718005589294,860.4672949489125
281,411.82438533214224,736.2733201279605,863.533695331771
282,413.35861623699157,738.828634666627,866.6000957146294
283,414.89284714184095,741.3839492052936,869.666496097488
284,416.4270780466903,743.93926374396,872.7328964803465
285,417.96130895153965,746.4945782826265,875.799296863205
286,419.49553985638903,749.049892821293,878.8656972460635
287,421.0297707612384,751.6052073599595,881.9320976289221
288,422.5640016660878,754.160521898626,884.9984980117806
289,424.09823257093717,756.7158364372925,888.0648983946392
290,425.6324634757865,759.271150975959,891.1312987774976
291,427.1666943806359,761.8264655146255,894.1976991603561
292,428.70092528548525,764.3817800532921,897.2640995432147
293,430.2351561903346,766.9370945919586,900.3304999260731
294,431.76938709518396,769.4924091306251,903.3969003089317
295,433.30361800003334,772.0477236692916,906.4633006917902
296,434.8378489048827,774.6030382079581,909.5297010746488
297,436.3720798097321,777.1583527466246,912.5961014575073
298,437.9063107145814,779.7136672852911,915.6625018403657
299,439.4405416194308,782.2689818239577,918.7289022232243
300,440.9747725242802,784.8242963626242,921.7953026060828
301,442.5090034291295,787.3796109012907,924.8617029889413
302,444.0432343339789,789.9349254399572,927.9281033717998
303,445.57746523882827,792.4902399786237,930.9945037546584
304,447.11169614367765,795.0455545172902,934.0609041375169
305,448.645927048527,797.6008690559567,937.1273045203754
306,450.18015795337635,800.1561835946231,940.1937049032339
307,451.71438885822573,802.7114981332896,943.2601052860924
308,453.2486197630751,805.2668126719562,946.326505668951
309,454.78285066792444,807.8221272106227,949.3929060518094
310,456.3170815727738,810.3774417492892,952.459306434668
311,457.8513124776232,812.9327562879557,955.5257068175265
312,459.3855433824726,815.4880708266222,958.592107200385
313,460.91977428732196,818.0433853652887,961.6585075832436
314,462.4540051921713,820.5986999039552,964.724907966102
315,463.98823609702066,823.1540144426218,967.7913083489606
316,465.52246700187004,825.7093289812883,970.8577087318191
317,467.05669790671936,828.2646435199548,973.9241091146775
318,468.59092881156874,830.8199580586213,976.9905094975361
319,470.1251597164181,833.3752725972878,980.0569098803946
320,471.6593906212675,835.9305871359543,983.1233102632532
321,473.1936215261169,838.4859016746208,986.1897106461117
322,474.7278524309662,841.0412162132873,989.2561110289702
323,476.2620833358156,843.5965307519538,992.3225114118287
324,477.79631424066497,846.1518452906204,995.3889117946873
325,479.3305451455143,848.7071598292869,998.4553121775457
326,480.8647760503637,851.2624743679534,1001.5217125604042
327,482.39900695521305,853.8177889066199,1004.5881129432628
328,483.93323786006243,856.3731034452863,1007.6545133261213
329,485.4674687649118,858.9284179839528,1010.7209137089799
330,487.00169966976114,861.4837325226193,1013.7873140918383
331,488.5359305746105,864.0390470612859,1016.8537144746969
332,490.0701614794599,866.5943615999524,1019.9201148575554
333,491.6043923843092,869.1496761386189,1022.9865152404138
334,493.1386232891586,871.7049906772854,1026.0529156232724
335,494.672854194008,874.2603052159519,1029.119316006131
336,496.20708509885736,876.8156197546184,1032.1857163889895
337,497.74131600370674,879.3709342932849,1035.252116771848
338,499.27554690855607,881.9262488319514,1038.3185171547066
339,500.80977781340545,884.4815633706179,1041.3849175375651
340,502.3440087182548,887.0368779092845,1044.4513179204237
341,503.87823962310415,889.592192447951,1047.517718303282
342,505.41247052795353,892.1475069866175,1050.5841186861405
343,506.9467014328029,894.702821525284,1053.650519068999
344,508.4809323376523,897.2581360639505,1056.7169194518576
345,510.01516324250167,899.813450602617,1059.7833198347162
346,511.549394147351,902.3687651412835,1062.8497202175747
347,513.0836250522004,904.9240796799501,1065.9161206004333
348,514.6178559570498,907.4793942186166,1068.9825209832918
349,516.1520868618991,910.034708757283,1072.0489213661501
350,517.6863177667485,912.5900232959495,1075.1153217490087
351,519.2205486715978,915.145337834616,1078.1817221318672
352,520.7547795764473,917.7006523732825,1081.2481225147258
353,522.2890104812966,920.255966911949,1084.3145228975843
354,523.8232413861459,922.8112814506155,1087.3809232804429
355,525.3574722909954,925.366595989282,1090.4473236633014
356,526.8917031958447,927.9219105279486,1093.51372404616
357,528.425934100694,930.4772250666151,1096.5801244290183
358,529.9601650055434,933.0325396052816,1099.6465248118768
359,531.4943959103928,935.5878541439481,1102.7129251947354
360,533.0286268152422,938.1431686826146,1105.779325577594
361,534.5628577200915,940.6984832212811,1108.8457259604525
362,536.0970886249409,943.2537977599476,1111.912126343311
363,537.6313195297903,945.8091122986142,1114.9785267261695
364,539.1655504346396,948.3644268372807,1118.044927109028
365,540.6997813394889,950.9197413759472,1121.1113274918864
366,542.2340122443384,953.4750559146137,1124.177727874745
367,543.7682431491877,956.0303704532802,1127.2441282576035
368,545.302474054037,958.5856849919467,1130.310528640462
